29.211324865464121,56.151225361227965,123,242,211,1
29.756043854169548,73.133210083795689,129,241,206,1
29.000221134629101,59.149532295111541,125,242,209,1
30.330327091738582,69.71657550525849,128,240,206,1
30.665381104219705,64.262643333710713,127,240,208,1
30.628391788341105,66.510394533118216,126,241,210,1
30.849745235871524,77.901316215377278,131,240,205,1
30.685731019824743,69.63750822157597,127,241,209,1
30.878216481301934,65.214267062023254,125,241,210,1
31.068374036811292,53.476596066681644,122,240,211,1
31.560848606284708,57.376351302582748,123,240,211,1
31.662356937304139,62.27431170274501,126,239,208,1
31.726350676734,66.720656339637912,127,239,207,1
31.19851438421756,68.140087666129673,128,240,207,1
32.544257316272706,68.039530373271532,127,239,208,1
32.232074789702892,66.390332859242307,126,239,209,1
32.231223719660193,67.485235858708592,128,239,207,1
32.216463263146579,64.988629160029788,126,239,209,1
32.883388781454414,73.02064263680947,127,239,209,1
33.652513494715095,56.041228934796507,124,237,209,1
33.307609074283391,53.666664838977134,123,238,210,1
33.932961621321738,75.265163024654584,128,237,208,1
33.214600786101073,66.528497230540935,127,238,208,1
33.312641996890306,60.76208908841943,124,238,211,1
33.361636100802571,65.319620719179483,126,238,209,1
34.292226663790643,74.317142997262977,129,237,207,1
34.566424881573766,59.90352331744505,125,237,209,1
34.482647197321057,76.311001288937376,130,236,205,1
34.332171891350299,71.800621910952003,127,237,208,1
34.593509470112622,50.097620501881437,121,237,212,1
35.501534159760922,65.324471746291948,125,236,210,1
35.436858758330345,65.172189522022364,127,235,207,1
35.269312480930239,55.379514615237689,123,236,210,1
35.632574486546218,73.646213887585304,130,235,206,1
35.405195401515812,61.734843274299031,126,236,208,1
35.918470783159137,49.971846309723304,120,236,213,1
36.043733433354646,52.947248701192414,121,236,212,1
36.481850893236697,76.028085479279952,129,235,207,1
36.26395560009405,53.00466835228724,123,235,210,1
36.414810370653868,61.109785542497391,124,235,210,1
36.28064980218187,60.360567647591211,125,235,209,1
37.128005846403539,74.659051440982125,129,234,207,1
37.778312859591097,57.393263472337253,124,233,210,1
37.211903044953942,63.660040623741203,126,234,208,1
37.112135466653854,62.214237546734488,124,235,211,1
37.685689595527947,58.794949451601113,124,233,209,1
38.153121668379754,60.928589077945773,126,233,208,1
38.697085060179234,54.843532926822057,122,233,212,1
38.841551842633635,61.481440170854306,124,233,210,1
38.40620247554034,61.513389193220043,126,233,208,1
38.409482547547668,70.768834036681781,128,233,208,1
39.878412580117583,54.825935564609225,124,231,209,1
39.113835968542844,68.612955101020617,126,232,209,1
39.199833774007857,70.466010651877127,129,232,206,1
39.56186607433483,72.561851675342751,129,231,207,1
39.589617732912302,69.043857471505163,127,232,209,1
40.685397966299206,61.035755918547487,126,230,208,1
40.890622473321855,68.829375230846907,127,230,208,1
40.504221280571073,70.968072377610923,128,231,207,1
40.349361540749669,62.512472797976784,126,231,208,1
40.387377877254039,73.54164545889941,130,230,206,1
41.922289867885411,52.332614676421485,121,230,212,1
41.948818426113576,57.362517744209597,124,229,210,1
41.343533724546432,69.81772061758673,128,230,207,1
41.376011873129755,64.906555128097509,126,230,209,1
41.734094056300819,64.189962816191809,126,229,209,1
41.261576147284359,69.881541315559275,128,230,207,1
42.499349383637309,76.646199946524547,129,229,208,1
42.263857841957361,72.831133281625782,127,229,209,1
42.525356308557093,63.416295109828908,126,228,208,1
42.537622980307788,47.429920856934018,120,229,212,1
42.119992550462484,67.455885075638051,126,229,209,1
43.225630349013954,71.44324766583739,128,228,207,1
